genome1	genome2	Parkinsons Occurrence	Control Occurrence
2293022.3	 862515.4	 66.66666666666667	 20.0
2302948.3	 2530043.3	 0	 50.0
2302948.3	 411490.6	 0.0	 50.0
2364787.3	 349741.6	 59.67741935483871	 35.175879396984925
2364787.3	 39486.13	 59.2	 47.004608294930875
2364787.3	 40518.2684	 51.282051282051285	 59.50413223140496
2364787.3	 487174.266	 32.94117647058823	 70.58823529411765
2364787.3	 821.555	 75.47169811320755	 92.98245614035088
2364787.3	 853.7373	 69.76744186046511	 75.55555555555556
2516961.3	 901.337	 70.0	 0.0
2583230.3	 40518.2684	 20.28985507246377	 51.12781954887218
2583230.3	 553171.3	 52.0	 11.904761904761905
2583230.3	 853.7373	 32.098765432098766	 50.93167701863354
2610895.3	 45851.758	 59.25925925925926	 0.0
28121.23	 33953.3	 0.0	 50.0
28121.23	 420969.3	 60.0	 0.0
293422.45	 33953.3	 0.0	 50.0
310297.42	 862515.4	 57.142857142857146	 25.0
33043.1533	 515620.4	 52.17391304347826	 40.90909090909091
33043.1533	 553171.3	 62.745098039215684	 43.47826086956522
33953.3	 357809.8	 66.66666666666667	 5.882352941176471
33953.3	 59620.42	 100.0	 0.0
349271.3	 437897.442	 0.0	 66.66666666666667
349741.6	 39486.13	 57.65765765765766	 40.42553191489362
349741.6	 592028.3	 54.94505494505494	 21.27659574468085
349741.6	 821.555	 63.44827586206897	 34.70319634703196
357809.8	 411490.6	 54.54545454545455	 0.0
357809.8	 59620.42	 66.66666666666667	 10.81081081081081
39483.100	 59620.1614	 53.333333333333336	 0.0
39486.13	 821.555	 58.9041095890411	 47.257383966244724
39486.13	 853.7373	 56.89655172413793	 55.75757575757576
40518.2684	 821.555	 66.66666666666667	 61.83206106870229
40518.2684	 853.7373	 50.0	 65.26315789473684
411467.62	 411490.6	 0.0	 66.66666666666667
41978.528	 59620.1598	 71.42857142857143	 21.05263157894737
420969.3	 59620.2292	 0.0	 100.0
479436.6	 727.2899	 0	 66.66666666666667
487174.266	 821.555	 30.18867924528302	 67.63636363636364
487174.266	 853.7373	 5.2631578947368425	 61.083743842364534
512298.34	 59620.1625	 61.53846153846154	 27.77777777777778
515620.4	 553171.3	 52.83018867924528	 28.91566265060241
521095.6	 59620.2344	 85.71428571428571	 0
521095.6	 59823.934	 80.0	 0
522695.19	 59620.1673	 57.142857142857146	 0.0
522695.19	 59620.2312	 85.71428571428571	 0.0
522695.6	 59620.1571	 0.0	 50.0
52584.23	 59620.1642	 0	 66.66666666666667
591001.3	 907.4	 100.0	 0.0
592028.3	 821.555	 57.142857142857146	 47.257383966244724
59620.1644	 59620.2302	 66.66666666666667	 0.0
59620.1644	 626940.1050	 66.66666666666667	 0.0
59620.2302	 626940.1050	 100.0	 0.0
59620.2344	 59823.934	 66.66666666666667	 0
59620.2344	 901.337	 54.54545454545455	 0
821.555	 853.7373	 64.0	 75.17241379310344
